,Crime_ID,Date,Crime_Type,Victim_ID,Suspect_ID,Status,Lead_Officer_ID,Region,City,Case_ID
13298,CR13298,14/06/2010,loan sharking,P00601839,Sac0001426,Solved,PGA489171813,Puglia,Foggia,N/A
13299,CR13299,25/06/2013,gambling,P00595130,Cos0003417,Solved,SCY277488393,Sicily,Catania,N/A
13300,CR13300,15/10/2012,murder,P00375023,Ndr0003342,Solved,CLA799037567,Calabria,Acri,N/A
13301,CR13301,05/12/2021,extortion,P00399440,Ndr0002768,Solved,CLA493471201,Calabria,Cosenza,N/A
13302,CR13302,12/06/2002,extortion,P00549055,Ndr0002973,On-going,CLA282808006,Calabria,Rende,N/A
13303,CR13303,07/07/2004,extortion,P00595173,Ndr0004249,On-going,CLA318341666,Calabria,Catanzaro,N/A
13304,CR13304,25/04/2020,tax-fraud schemes,P00007471,Ndr0003083,Solved,CLA109570973,Calabria,Montalto Uffugo,N/A
13305,CR13305,22/04/2017,tax-fraud schemes,P00312353,Sac0000227,Solved,PGA40351639,Puglia,Taranto,N/A
13306,CR13306,13/03/2011,tax-fraud schemes,P00581736,Sac0000781,Solved,PGA51031635,Puglia,Bari,CA28
13307,CR13307,11/11/2019,loan sharking,P00166115,Ndr0003660,On-going,CLA375407874,Calabria,Corigliano-Rossano,CA1041
13308,CR13308,08/06/2010,extortion,P00886542,Cam0005055,On-going,CPA675348800,Campania,Salerno,N/A
13309,CR13309,20/06/2002,prostitution,P00056678,Ndr0002368,On-going,CLA583738424,Calabria,Reggio Calabria,N/A
13310,CR13310,15/04/2014,prostitution,P00153832,Cam0004242,On-going,CPA264223880,Campania,Benevento,N/A
13311,CR13311,04/01/2022,gambling,P00686253,Sac0000128,On-going,PGA677768262,Puglia,Bari,N/A
13312,CR13312,11/10/2009,murder,P00452077,Cos0001019,Solved,SCY879606431,Sicily,Gela,CA1884
13313,CR13313,23/06/2009,corruption of public officials,P00878718,Cam0000805,On-going,CPA198053221,Campania,Avellino,N/A
13314,CR13314,20/09/2012,prostitution,P00031277,Sac0001201,On-going,PGA969047952,Puglia,Andria,N/A
13315,CR13315,19/07/2008,infiltration of legitimate businesses,P00082031,Cos0003388,Solved,SCY70761432,Sicily,Messina,N/A
13316,CR13316,20/09/2016,gambling,P00320404,Ndr0002616,Solved,CLA506315146,Calabria,Catanzaro,CA985
13317,CR13317,24/02/2016,labor racketeering,P00814420,Cam0004719,On-going,CPA458374543,Campania,Naples,N/A
13318,CR13318,18/02/2009,corruption of public officials,P00375996,Cam0003084,Solved,CPA817608872,Campania,Caserta,N/A
13319,CR13319,25/12/2007,infiltration of legitimate businesses,P00829816,Ndr0005109,Solved,CLA700725997,Calabria,Montalto Uffugo,N/A
13320,CR13320,11/02/2008,extortion,P00941044,Cos0000776,On-going,SCY269931098,Sicily,Marsala,N/A
13321,CR13321,29/07/2020,loan sharking,P00931816,Cam0005317,Solved,CPA148039230,Campania,Naples,N/A
13322,CR13322,18/03/2000,drug trafficking,P00850846,Cos0001427,On-going,SCY68239826,Sicily,Vittoria,CA1852
13323,CR13323,06/02/2020,corruption of public officials,P00877326,Ndr0001011,On-going,CLA460591474,Calabria,Acri,CA608
13324,CR13324,05/02/2020,murder,P00651113,Cos0003816,On-going,SCY837372870,Sicily,Palermo,N/A
13325,CR13325,21/05/2017,tax-fraud schemes,P00758228,Sac0000657,Solved,PGA333227234,Puglia,Taranto,N/A
13326,CR13326,24/02/2000,loan sharking,P00435702,Cam0002664,Solved,CPA719627616,Campania,Avellino,N/A
13327,CR13327,19/04/2010,extortion,P00251646,Cam0003878,Solved,CPA823182525,Campania,Benevento,N/A
13328,CR13328,21/12/2007,infiltration of legitimate businesses,P00866868,Cos0004382,Solved,SCY433748407,Sicily,Caltanissetta,N/A
13329,CR13329,31/10/2019,infiltration of legitimate businesses,P00076493,Sac0001398,Solved,PGA918527279,Puglia,Andria,N/A
13330,CR13330,21/08/2009,prostitution,P00032955,Sac0000507,Solved,PGA513969653,Puglia,Lecce,CA1615
13331,CR13331,13/08/2007,corruption of public officials,P00007082,Ndr0001166,Solved,CLA522783359,Calabria,Vibo Valentia,N/A
13332,CR13332,21/12/2020,extortion,P00839402,Cam0001983,Solved,CPA999739895,Campania,Caserta,N/A
13333,CR13333,11/03/2016,labor racketeering,P00297710,Cam0003485,Solved,CPA559417765,Campania,Caserta,CA231
13334,CR13334,05/03/2007,gambling,P00197186,Cos0001752,On-going,SCY396682937,Sicily,Messina,N/A
13335,CR13335,20/09/2005,tax-fraud schemes,P00694373,Sac0001221,Solved,PGA892178075,Puglia,Lecce,N/A
13336,CR13336,15/11/2015,loan sharking,P00717131,Ndr0003296,Solved,CLA994797793,Calabria,Rende,CA1723
13337,CR13337,08/03/2016,gambling,P00945241,Cam0003352,On-going,CPA931880716,Campania,Caserta,N/A
13338,CR13338,16/09/2019,loan sharking,P00979572,Ndr0001484,Solved,CLA349932631,Calabria,Corigliano-Rossano,N/A
13339,CR13339,18/05/2003,loan sharking,P00137867,Sac0001610,Solved,PGA156289182,Puglia,Andria,N/A
13340,CR13340,13/09/2001,labor racketeering,P00296581,Cam0001285,Solved,CPA313637057,Campania,Salerno,CA1186
13341,CR13341,07/09/2020,extortion,P00093693,Ndr0001370,Solved,CLA37556127,Calabria,Castrovillari,CA318
13342,CR13342,31/12/2018,extortion,P00290161,Cos0003190,On-going,SCY440029243,Sicily,Vittoria,N/A
13343,CR13343,25/02/2004,corruption of public officials,P00319843,Ndr0004458,On-going,CLA37180280,Calabria,Vibo Valentia,N/A
13344,CR13344,29/08/2018,drug trafficking,P00065704,Cam0003739,On-going,CPA321507116,Campania,Avellino,N/A
13345,CR13345,02/07/2019,infiltration of legitimate businesses,P00865240,Sac0001261,On-going,PGA102165540,Puglia,Taranto,N/A
13346,CR13346,12/11/2020,murder,P00928326,Ndr0002924,Solved,CLA147973409,Calabria,Montalto Uffugo,N/A
13347,CR13347,04/02/2017,tax-fraud schemes,P00301502,Sac0001034,Solved,PGA557873861,Puglia,Taranto,N/A
13348,CR13348,16/11/2008,corruption of public officials,P00580254,Cam0001065,On-going,CPA443787552,Campania,Naples,N/A
13349,CR13349,16/06/2008,drug trafficking,P00083472,Cos0003440,On-going,SCY361296268,Sicily,Palermo,N/A
13350,CR13350,06/09/2016,gambling,P00306442,Ndr0000425,On-going,CLA237890680,Calabria,Cosenza,CA779
13351,CR13351,13/05/2005,labor racketeering,P00347065,Cos0001341,Solved,SCY435843543,Sicily,Vittoria,CA494
13352,CR13352,28/03/2016,loan sharking,P00114859,Cos0002164,On-going,SCY974842243,Sicily,Gela,N/A
13353,CR13353,13/11/2000,murder,P00243064,Sac0000572,On-going,PGA270604118,Puglia,Bari,N/A
13354,CR13354,27/09/2000,gambling,P00578407,Ndr0001306,Solved,CLA113713281,Calabria,Lamezia Terme,N/A
13355,CR13355,12/06/2020,extortion,P00645887,Cam0000312,On-going,CPA127922932,Campania,Caserta,N/A
13356,CR13356,27/03/2010,infiltration of legitimate businesses,P00090456,Ndr0000558,On-going,CLA205062806,Calabria,Cosenza,N/A
13357,CR13357,23/09/2017,extortion,P00423139,Cam0005037,Solved,CPA192625243,Campania,Avellino,CA271
13358,CR13358,04/05/2000,loan sharking,P00942383,Cos0003855,Solved,SCY828373317,Sicily,Palermo,CA22
13359,CR13359,30/07/2007,infiltration of legitimate businesses,P00292806,Ndr0003613,Solved,CLA710071686,Calabria,Acri,N/A
13360,CR13360,04/06/2015,tax-fraud schemes,P00601925,Sac0001191,On-going,PGA769256350,Puglia,Lecce,N/A
13361,CR13361,17/07/2014,tax-fraud schemes,P00216717,Ndr0002848,On-going,CLA417649339,Calabria,Crotone,N/A
13362,CR13362,09/04/2007,corruption of public officials,P00652953,Ndr0004681,Solved,CLA921298977,Calabria,Crotone,N/A
13363,CR13363,05/02/2022,extortion,P00505197,Cos0002042,On-going,SCY929893795,Sicily,Marsala,N/A
13364,CR13364,07/01/2017,loan sharking,P00547239,Ndr0002836,On-going,CLA599408279,Calabria,Castrovillari,CA1451
13365,CR13365,05/08/2000,drug trafficking,P00613475,Cos0003235,Solved,SCY670571622,Sicily,Caltanissetta,N/A
13366,CR13366,23/02/2015,labor racketeering,P00202107,Ndr0004321,On-going,CLA623498358,Calabria,Cosenza,CA1807
13367,CR13367,28/04/2009,drug trafficking,P00080967,Cos0002528,On-going,SCY359629182,Sicily,Caltanissetta,N/A
13368,CR13368,26/11/2001,drug trafficking,P00091931,Ndr0004316,On-going,CLA80815524,Calabria,Castrovillari,N/A
13369,CR13369,14/02/2015,murder,P00682622,Ndr0004636,Solved,CLA333658143,Calabria,Cosenza,CA600
13370,CR13370,22/08/2017,infiltration of legitimate businesses,P00195996,Sac0001085,Solved,PGA868188723,Puglia,Andria,CA86
13371,CR13371,09/01/2002,murder,P00987734,Ndr0002694,Solved,CLA51348176,Calabria,Corigliano-Rossano,N/A
13372,CR13372,26/12/2014,tax-fraud schemes,P00874651,Cos0000771,Solved,SCY630734716,Sicily,Catania,N/A
13373,CR13373,06/01/2006,drug trafficking,P00799126,Cam0000238,On-going,CPA385768347,Campania,Caserta,N/A
13374,CR13374,14/07/2001,extortion,P00885163,Ndr0002399,On-going,CLA607531494,Calabria,Acri,CA514
13375,CR13375,14/02/2004,infiltration of legitimate businesses,P00703305,Sac0000323,Solved,PGA388174382,Puglia,Bari,N/A
13376,CR13376,01/07/2019,labor racketeering,P00383594,Cos0000395,Solved,SCY796962269,Sicily,Messina,CA1881
13377,CR13377,31/08/2012,loan sharking,P00775744,Cos0004524,Solved,SCY897102751,Sicily,Caltanissetta,N/A
13378,CR13378,30/12/2004,gambling,P00876674,Ndr0004756,Solved,CLA690526487,Calabria,Cosenza,N/A
13379,CR13379,30/12/2019,tax-fraud schemes,P00241737,Sac0000622,Solved,PGA443494162,Puglia,Andria,CA719
13380,CR13380,29/04/2000,drug trafficking,P00905181,Cos0003101,Solved,SCY54100341,Sicily,Vittoria,N/A
13381,CR13381,15/07/2001,infiltration of legitimate businesses,P00208466,Cam0004873,On-going,CPA982508110,Campania,Salerno,N/A
13382,CR13382,18/11/2017,drug trafficking,P00977618,Cos0003038,On-going,SCY765071403,Sicily,Ragusa,N/A
13383,CR13383,09/02/2015,extortion,P00496202,Ndr0000391,On-going,CLA607986298,Calabria,Crotone,N/A
13384,CR13384,09/06/2017,tax-fraud schemes,P00243532,Cos0004334,On-going,SCY154348593,Sicily,Ragusa,N/A
13385,CR13385,12/02/2010,gambling,P00557545,Ndr0002544,Solved,CLA223749749,Calabria,Castrovillari,N/A
13386,CR13386,02/10/2019,infiltration of legitimate businesses,P00624815,Ndr0003156,On-going,CLA53439764,Calabria,Cosenza,N/A
13387,CR13387,17/10/2016,extortion,P00259485,Cos0002981,Solved,SCY801641287,Sicily,Caltanissetta,CA1996
13388,CR13388,18/10/2021,infiltration of legitimate businesses,P00728829,Cam0004518,Solved,CPA813682531,Campania,Benevento,CA1671
13389,CR13389,12/07/2018,loan sharking,P00788067,Ndr0001930,Solved,CLA66056725,Calabria,Acri,N/A
13390,CR13390,29/01/2020,loan sharking,P00595276,Ndr0002811,Solved,CLA367883086,Calabria,Lamezia Terme,N/A
13391,CR13391,15/01/2005,tax-fraud schemes,P00145875,Ndr0002754,On-going,CLA635481558,Calabria,Castrovillari,CA868
13392,CR13392,13/12/2011,corruption of public officials,P00398120,Ndr0002561,On-going,CLA850826832,Calabria,Crotone,N/A
13393,CR13393,17/11/2011,loan sharking,P00006669,Ndr0001202,Solved,CLA309271078,Calabria,Cosenza,CA348
13394,CR13394,16/07/2013,loan sharking,P00763859,Cam0004417,On-going,CPA632426098,Campania,Naples,N/A
13395,CR13395,14/10/2015,loan sharking,P00792858,Sac0001721,On-going,PGA161532139,Puglia,Andria,CA889
13396,CR13396,08/12/2019,labor racketeering,P00023143,Cam0001219,Solved,CPA470638021,Campania,Salerno,N/A
13397,CR13397,14/04/2007,drug trafficking,P00818304,Cos0004282,Solved,SCY123186158,Sicily,Vittoria,N/A
13398,CR13398,07/03/2019,murder,P00141897,Cos0001120,Solved,SCY82165154,Sicily,Palermo,N/A
13399,CR13399,17/09/2006,labor racketeering,P00394127,Cos0004035,On-going,SCY283151257,Sicily,Trapani,CA738
13400,CR13400,06/09/2019,gambling,P00403687,Sac0001479,Solved,PGA535864117,Puglia,Bari,N/A
13401,CR13401,28/07/2002,corruption of public officials,P00661933,Ndr0003065,Solved,CLA441714553,Calabria,Rende,N/A
13402,CR13402,04/01/2019,infiltration of legitimate businesses,P00921166,Ndr0001862,On-going,CLA109521232,Calabria,Lamezia Terme,CA798
13403,CR13403,02/05/2002,prostitution,P00791878,Sac0000656,Solved,PGA176535009,Puglia,Bari,N/A
13404,CR13404,10/05/2000,gambling,P00150551,Cam0001344,On-going,CPA742010551,Campania,Naples,N/A
13405,CR13405,20/04/2014,murder,P00870824,Cam0003328,Solved,CPA121658549,Campania,Naples,N/A
13406,CR13406,23/01/2018,corruption of public officials,P00810626,Cos0000705,On-going,SCY99038979,Sicily,Gela,N/A
13407,CR13407,27/04/2014,loan sharking,P00837678,Ndr0001102,Solved,CLA984687009,Calabria,Vibo Valentia,CA261
13408,CR13408,08/08/2020,corruption of public officials,P00445855,Cam0002579,On-going,CPA939291387,Campania,Caserta,CA1665
13409,CR13409,01/08/2009,drug trafficking,P00590525,Sac0000840,Solved,PGA430318829,Puglia,Bari,CA320
13410,CR13410,28/02/2006,gambling,P00937157,Ndr0001714,Solved,CLA808946155,Calabria,Cosenza,N/A
13411,CR13411,16/12/2005,drug trafficking,P00244306,Cos0002089,On-going,SCY195070701,Sicily,Caltanissetta,N/A
13412,CR13412,25/03/2014,drug trafficking,P00260202,Cos0004106,Solved,SCY371641162,Sicily,Ragusa,N/A
13413,CR13413,19/09/2016,tax-fraud schemes,P00270070,Sac0001311,Solved,PGA936913901,Puglia,Taranto,N/A
13414,CR13414,20/08/2010,tax-fraud schemes,P00426253,Sac0001695,On-going,PGA802680291,Puglia,Andria,N/A
13415,CR13415,03/06/2017,murder,P00028427,Sac0001401,Solved,PGA746938332,Puglia,Foggia,N/A
13416,CR13416,16/06/2013,tax-fraud schemes,P00740596,Cos0000473,Solved,SCY942805024,Sicily,Syracuse,N/A
13417,CR13417,16/01/2009,tax-fraud schemes,P00193303,Sac0000433,On-going,PGA71606038,Puglia,Andria,N/A
13418,CR13418,08/09/2003,drug trafficking,P00172497,Cam0005110,Solved,CPA990118141,Campania,Benevento,N/A
13419,CR13419,20/06/2006,labor racketeering,P00508071,Ndr0002861,On-going,CLA610304651,Calabria,Acri,N/A
13420,CR13420,29/04/2003,extortion,P00541788,Cam0005410,Solved,CPA191664589,Campania,Benevento,N/A
13421,CR13421,10/07/2009,prostitution,P00104929,Cam0003042,Solved,CPA258498923,Campania,Salerno,N/A
13422,CR13422,24/04/2015,corruption of public officials,P00164501,Cos0004641,On-going,SCY542634938,Sicily,Vittoria,N/A
13423,CR13423,12/09/2009,loan sharking,P00748792,Sac0000549,Solved,PGA721956933,Puglia,Lecce,N/A
13424,CR13424,31/01/2006,corruption of public officials,P00505592,Cos0004597,Solved,SCY384812886,Sicily,Vittoria,N/A
13425,CR13425,18/12/2006,extortion,P00283466,Cam0004635,Solved,CPA312891500,Campania,Caserta,N/A
13426,CR13426,11/03/2009,gambling,P00283148,Cam0000780,Solved,CPA346096714,Campania,Caserta,N/A
13427,CR13427,26/09/2002,gambling,P00287451,Cos0002697,Solved,SCY92131714,Sicily,Ragusa,CA898
13428,CR13428,03/04/2003,tax-fraud schemes,P00651300,Cos0001744,Solved,SCY895517381,Sicily,Marsala,N/A
13429,CR13429,19/06/2006,murder,P00387093,Ndr0003824,On-going,CLA241389073,Calabria,Crotone,N/A
13430,CR13430,14/01/2021,corruption of public officials,P00769474,Ndr0003945,Solved,CLA777960641,Calabria,Cosenza,CA1351
13431,CR13431,30/01/2008,prostitution,P00874756,Cos0003403,Solved,SCY990340301,Sicily,Messina,N/A
13432,CR13432,08/05/2000,labor racketeering,P00570278,Cam0001417,On-going,CPA507263987,Campania,Naples,N/A
13433,CR13433,16/04/2007,extortion,P00959716,Cam0004621,Solved,CPA558739479,Campania,Salerno,N/A
13434,CR13434,06/01/2003,corruption of public officials,P00176253,Cam0003115,Solved,CPA582263607,Campania,Benevento,N/A
13435,CR13435,15/11/2015,prostitution,P00705221,Cos0002163,On-going,SCY741364822,Sicily,Catania,CA1260
13436,CR13436,04/10/2011,infiltration of legitimate businesses,P00564284,Cos0001443,Solved,SCY819022104,Sicily,Messina,N/A
13437,CR13437,31/07/2004,loan sharking,P00228223,Cos0003464,On-going,SCY709845475,Sicily,Ragusa,N/A
13438,CR13438,27/12/2011,drug trafficking,P00599178,Cam0002383,Solved,CPA694522000,Campania,Salerno,N/A
13439,CR13439,19/07/2021,gambling,P00964110,Cos0004010,On-going,SCY462785899,Sicily,Palermo,CA1424
13440,CR13440,05/06/2014,extortion,P00104670,Cam0002262,On-going,CPA239138515,Campania,Caserta,N/A
13441,CR13441,27/08/2016,murder,P00049211,Cos0000490,On-going,SCY841603195,Sicily,Ragusa,N/A
13442,CR13442,08/07/2018,corruption of public officials,P00662650,Ndr0003927,On-going,CLA202377213,Calabria,Acri,N/A
13443,CR13443,11/06/2019,labor racketeering,P00996028,Cam0000530,On-going,CPA763514490,Campania,Naples,N/A
13444,CR13444,17/07/2012,gambling,P00232367,Ndr0000933,On-going,CLA634989894,Calabria,Crotone,N/A
13445,CR13445,29/08/2016,corruption of public officials,P00769416,Ndr0004457,On-going,CLA499936875,Calabria,Rende,N/A
13446,CR13446,03/11/2012,labor racketeering,P00514340,Cos0003718,Solved,SCY931998363,Sicily,Vittoria,CA1528
13447,CR13447,26/11/2005,prostitution,P00646292,Cam0004646,Solved,CPA577186334,Campania,Benevento,N/A
13448,CR13448,02/01/2007,extortion,P00148163,Ndr0003354,Solved,CLA494335261,Calabria,Acri,CA7
13449,CR13449,15/11/2010,murder,P00484704,Cos0003716,On-going,SCY247305795,Sicily,Trapani,N/A
13450,CR13450,22/03/2010,prostitution,P00414523,Cam0005178,On-going,CPA220933591,Campania,Caserta,N/A
13451,CR13451,14/08/2014,prostitution,P00945553,Cam0005548,On-going,CPA938147332,Campania,Benevento,N/A
13452,CR13452,01/05/2020,tax-fraud schemes,P00992914,Cos0004595,Solved,SCY59831410,Sicily,Palermo,N/A
13453,CR13453,18/06/2013,infiltration of legitimate businesses,P00572591,Sac0001520,Solved,PGA553666112,Puglia,Foggia,N/A
13454,CR13454,28/05/2001,loan sharking,P00408477,Cos0002067,On-going,SCY393950974,Sicily,Vittoria,N/A
13455,CR13455,12/04/2013,labor racketeering,P00056595,Ndr0004176,Solved,CLA550478191,Calabria,Catanzaro,N/A
13456,CR13456,17/10/2017,prostitution,P00017665,Cam0000247,On-going,CPA726907191,Campania,Benevento,N/A
13457,CR13457,22/12/2007,murder,P00215342,Cos0001832,On-going,SCY689690991,Sicily,Vittoria,N/A
13458,CR13458,17/02/2006,tax-fraud schemes,P00882747,Cos0002158,On-going,SCY698498209,Sicily,Messina,CA841
13459,CR13459,19/11/2020,corruption of public officials,P00070451,Cam0003327,On-going,CPA397319987,Campania,Salerno,N/A
13460,CR13460,09/01/2018,infiltration of legitimate businesses,P00783518,Sac0001574,Solved,PGA232417161,Puglia,Bari,N/A
13461,CR13461,18/02/2019,drug trafficking,P00262527,Ndr0000993,On-going,CLA131833457,Calabria,Cosenza,N/A
13462,CR13462,04/06/2000,murder,P00830374,Ndr0004518,Solved,CLA785031514,Calabria,Reggio Calabria,N/A
13463,CR13463,07/02/2010,murder,P00818720,Cos0001821,On-going,SCY655286972,Sicily,Syracuse,N/A
13464,CR13464,05/11/2012,corruption of public officials,P00259000,Cos0004683,Solved,SCY736147825,Sicily,Ragusa,N/A
13465,CR13465,11/11/2005,murder,P00405341,Sac0000720,On-going,PGA619561555,Puglia,Taranto,N/A
13466,CR13466,26/09/2015,drug trafficking,P00985210,Cos0000452,Solved,SCY996226157,Sicily,Syracuse,N/A
13467,CR13467,11/05/2006,gambling,P00502892,Sac0000676,On-going,PGA492101111,Puglia,Taranto,N/A
13468,CR13468,12/04/2019,drug trafficking,P00596180,Ndr0004115,Solved,CLA636822647,Calabria,Lamezia Terme,CA46
13469,CR13469,18/07/2010,drug trafficking,P00212895,Cos0002480,Solved,SCY352992699,Sicily,Catania,N/A
13470,CR13470,25/11/2020,prostitution,P00904016,Sac0001148,On-going,PGA945003912,Puglia,Foggia,N/A
13471,CR13471,21/04/2008,extortion,P00016341,Cam0000872,Solved,CPA22639955,Campania,Benevento,N/A
13472,CR13472,08/02/2001,prostitution,P00618163,Cam0000640,On-going,CPA236261272,Campania,Naples,N/A
13473,CR13473,04/03/2018,drug trafficking,P00023129,Cam0003464,On-going,CPA615554414,Campania,Benevento,N/A
13474,CR13474,16/02/2013,labor racketeering,P00013438,Cam0005497,Solved,CPA886002714,Campania,Caserta,N/A
13475,CR13475,01/05/2017,extortion,P00443108,Ndr0002801,Solved,CLA800268480,Calabria,Reggio Calabria,CA1895
13476,CR13476,28/08/2009,gambling,P00909658,Cam0000799,Solved,CPA789583013,Campania,Benevento,N/A
13477,CR13477,14/03/2004,labor racketeering,P00167457,Cos0002505,Solved,SCY414438865,Sicily,Ragusa,N/A
13478,CR13478,16/02/2007,drug trafficking,P00057087,Ndr0002156,On-going,CLA720740351,Calabria,Corigliano-Rossano,CA1316
13479,CR13479,17/05/2012,labor racketeering,P00529453,Cam0002720,On-going,CPA853419778,Campania,Caserta,N/A
13480,CR13480,28/02/2009,murder,P00979643,Ndr0002647,Solved,CLA295686672,Calabria,Crotone,N/A
13481,CR13481,10/02/2006,labor racketeering,P00578435,Cam0001867,Solved,CPA649572446,Campania,Avellino,N/A
13482,CR13482,30/05/2002,drug trafficking,P00116067,Cos0002827,Solved,SCY933613780,Sicily,Caltanissetta,CA1602
13483,CR13483,07/11/2020,corruption of public officials,P00436640,Cam0000483,On-going,CPA646013782,Campania,Caserta,N/A
