,Crime ID,Date,Crime Type,Suspect ID,Status,Lead Officer ID,Region,City,Case ID
12313,12313,2021-11-13,corruption of public officials,Ndr0001524,Solved,CLA658414102,Calabria,Rende,N/A
12314,12314,2018-09-15,labor racketeering,Ndr0003192,On-going,CLA879483644,Calabria,Lamezia Terme,N/A
12315,12315,2004-07-06,labor racketeering,Sac0000896,On-going,PGA45791875,Puglia,Foggia,N/A
12316,12316,2020-07-09,labor racketeering,Cos0003936,Solved,SCY536725923,Sicily,Vittoria,N/A
12317,12317,2014-11-09,gambling,Ndr0003244,On-going,CLA802180813,Calabria,Vibo Valentia,N/A
12318,12318,2001-10-19,murder,Sac0000536,On-going,PGA528184723,Puglia,Taranto,N/A
12319,12319,2019-11-29,gambling,Sac0001705,Solved,PGA521168927,Puglia,Taranto,N/A
12320,12320,2013-11-09,infiltration of legitimate businesses,Cos0002319,Solved,SCY603463976,Sicily,Ragusa,N/A
12321,12321,2014-05-09,gambling,Cos0002220,Solved,SCY358390888,Sicily,Catania,N/A
12322,12322,2006-05-07,drug trafficking,Ndr0001051,Solved,CLA895143724,Calabria,Reggio Calabria,N/A
12323,12323,2010-03-28,extortion,Ndr0004622,On-going,CLA795217484,Calabria,Catanzaro,N/A
12324,12324,2001-12-12,murder,Cam0000312,On-going,CPA434455005,Campania,Caserta,N/A
12325,12325,2003-06-05,corruption of public officials,Cos0003013,Solved,SCY852203989,Sicily,Catania,N/A
12326,12326,2012-11-08,labor racketeering,Cos0003135,Solved,SCY897896811,Sicily,Vittoria,N/A
12327,12327,2013-05-26,infiltration of legitimate businesses,Cam0001424,On-going,CPA32202325,Campania,Avellino,8
12328,12328,2000-09-21,gambling,Sac0000579,On-going,PGA466676589,Puglia,Foggia,N/A
12329,12329,2018-11-09,loan sharking,Ndr0003676,On-going,CLA270661058,Calabria,Catanzaro,N/A
12330,12330,2003-10-20,murder,Sac0001298,Solved,PGA44431151,Puglia,Foggia,N/A
12331,12331,2007-08-24,labor racketeering,Sac0000498,Solved,PGA927086974,Puglia,Bari,N/A
12332,12332,2011-04-26,labor racketeering,Cos0004056,Solved,SCY972667320,Sicily,Syracuse,N/A
12333,12333,2015-12-14,corruption of public officials,Sac0001427,Solved,PGA953652885,Puglia,Taranto,N/A
12334,12334,2003-08-27,drug trafficking,Sac0000521,On-going,PGA966521875,Puglia,Andria,N/A
12335,12335,2011-02-02,prostitution,Cos0002517,On-going,SCY94371674,Sicily,Gela,N/A
12336,12336,2009-12-06,extortion,Sac0000300,On-going,PGA949318746,Puglia,Lecce,N/A
12337,12337,2017-01-23,tax-fraud schemes,Cos0000928,On-going,SCY13104580,Sicily,Palermo,N/A
12338,12338,2012-04-19,prostitution,Cam0001697,Solved,CPA357681357,Campania,Benevento,N/A
12339,12339,2019-06-24,tax-fraud schemes,Sac0001417,Solved,PGA868350788,Puglia,Bari,N/A
12340,12340,2017-07-03,gambling,Sac0001614,On-going,PGA631014291,Puglia,Foggia,N/A
12341,12341,2014-08-05,corruption of public officials,Cam0001325,On-going,CPA641857744,Campania,Avellino,N/A
12342,12342,2003-03-28,labor racketeering,Cam0004646,Solved,CPA659214064,Campania,Benevento,N/A
12343,12343,2010-10-05,murder,Cam0001242,Solved,CPA902731058,Campania,Benevento,N/A
12344,12344,2021-11-06,corruption of public officials,Ndr0004178,On-going,CLA189201908,Calabria,Vibo Valentia,N/A
12345,12345,2015-04-02,prostitution,Cos0002948,Solved,SCY994674710,Sicily,Syracuse,N/A
12346,12346,2007-10-12,corruption of public officials,Cam0004967,On-going,CPA561816639,Campania,Naples,N/A
12347,12347,2005-12-12,extortion,Ndr0001002,On-going,CLA269343086,Calabria,Rende,N/A
12348,12348,2020-06-28,drug trafficking,Ndr0004469,Solved,CLA742667293,Calabria,Castrovillari,N/A
12349,12349,2003-07-02,infiltration of legitimate businesses,Cam0004081,On-going,CPA326551203,Campania,Caserta,N/A
12350,12350,2021-09-01,drug trafficking,Ndr0002423,On-going,CLA999231129,Calabria,Vibo Valentia,N/A
12351,12351,2002-03-28,infiltration of legitimate businesses,Sac0001325,Solved,PGA18462510,Puglia,Bari,N/A
12352,12352,2016-10-05,tax-fraud schemes,Sac0000535,Solved,PGA29987909,Puglia,Bari,N/A
12353,12353,2003-03-12,gambling,Cam0003443,Solved,CPA989985477,Campania,Caserta,22
12354,12354,2015-12-01,labor racketeering,Sac0001298,On-going,PGA944143574,Puglia,Foggia,N/A
12355,12355,2005-01-05,gambling,Sac0001263,Solved,PGA307492045,Puglia,Taranto,N/A
12356,12356,2020-02-19,drug trafficking,Cos0002401,Solved,SCY489174326,Sicily,Catania,N/A
12357,12357,2020-05-15,loan sharking,Cos0001761,Solved,SCY734414765,Sicily,Messina,6
12358,12358,2003-10-18,tax-fraud schemes,Cos0004442,On-going,SCY156245921,Sicily,Messina,N/A
12359,12359,2014-01-01,drug trafficking,Cam0002773,On-going,CPA652689221,Campania,Caserta,N/A
12360,12360,2014-07-11,labor racketeering,Ndr0004853,Solved,CLA987937762,Calabria,Lamezia Terme,N/A
12361,12361,2008-02-08,drug trafficking,Sac0000887,Solved,PGA553419820,Puglia,Andria,N/A
12362,12362,2017-12-12,prostitution,Sac0001069,On-going,PGA251733155,Puglia,Taranto,N/A
12363,12363,2009-12-28,labor racketeering,Cam0001551,On-going,CPA528972172,Campania,Avellino,N/A
12364,12364,2015-08-08,tax-fraud schemes,Sac0000256,Solved,PGA111654389,Puglia,Lecce,40
12365,12365,2018-01-12,labor racketeering,Ndr0004945,Solved,CLA420316660,Calabria,Corigliano-Rossano,N/A
12366,12366,2001-11-15,murder,Cam0000886,On-going,CPA65989580,Campania,Benevento,N/A
12367,12367,2019-08-29,loan sharking,Ndr0004047,Solved,CLA41389413,Calabria,Crotone,N/A
12368,12368,2017-07-30,loan sharking,Ndr0001631,On-going,CLA520237651,Calabria,Crotone,N/A
12369,12369,2010-03-08,gambling,Ndr0001623,Solved,CLA365621154,Calabria,Crotone,N/A
12370,12370,2021-01-23,gambling,Ndr0000376,Solved,CLA242673339,Calabria,Acri,N/A
12371,12371,2008-04-08,extortion,Cam0000829,Solved,CPA837895986,Campania,Benevento,N/A
12372,12372,2019-08-26,extortion,Sac0000856,On-going,PGA808565127,Puglia,Taranto,36
12373,12373,2014-05-05,extortion,Sac0001002,On-going,PGA357652411,Puglia,Bari,N/A
12374,12374,2021-02-03,infiltration of legitimate businesses,Cos0003008,Solved,SCY846014169,Sicily,Marsala,N/A
12375,12375,2000-04-20,infiltration of legitimate businesses,Ndr0002544,On-going,CLA870427816,Calabria,Castrovillari,N/A
12376,12376,2013-04-27,gambling,Cam0004311,On-going,CPA412236472,Campania,Avellino,N/A
12377,12377,2011-04-21,infiltration of legitimate businesses,Cos0003142,On-going,SCY523309879,Sicily,Catania,N/A
12378,12378,2000-01-31,corruption of public officials,Sac0000411,Solved,PGA48040222,Puglia,Taranto,N/A
12379,12379,2002-01-30,labor racketeering,Ndr0003152,Solved,CLA109989532,Calabria,Vibo Valentia,N/A
12380,12380,2017-05-17,gambling,Sac0000866,On-going,PGA349267483,Puglia,Bari,N/A
12381,12381,2005-05-18,murder,Cos0004669,On-going,SCY110011378,Sicily,Messina,N/A
12382,12382,2004-01-24,extortion,Cos0002132,Solved,SCY541333815,Sicily,Marsala,N/A
12383,12383,2011-05-02,corruption of public officials,Ndr0001028,Solved,CLA22858481,Calabria,Rende,N/A
12384,12384,2016-01-01,gambling,Sac0000774,Solved,PGA13569193,Puglia,Bari,N/A
12385,12385,2003-09-01,prostitution,Cos0000326,On-going,SCY359611966,Sicily,Catania,N/A
12386,12386,2019-10-11,extortion,Ndr0002374,On-going,CLA93596001,Calabria,Catanzaro,N/A
12387,12387,2013-02-12,drug trafficking,Sac0001488,Solved,PGA640745836,Puglia,Taranto,N/A
12388,12388,2011-10-13,prostitution,Sac0001601,On-going,PGA8528485,Puglia,Taranto,35
12389,12389,2001-05-26,prostitution,Ndr0004516,On-going,CLA99225898,Calabria,Lamezia Terme,N/A
12390,12390,2008-05-10,gambling,Sac0000392,Solved,PGA821481828,Puglia,Bari,N/A
12391,12391,2000-04-12,corruption of public officials,Sac0000938,Solved,PGA709115845,Puglia,Taranto,N/A
12392,12392,2020-12-27,loan sharking,Sac0000240,Solved,PGA205245647,Puglia,Lecce,N/A
12393,12393,2003-10-24,corruption of public officials,Sac0000412,Solved,PGA258176379,Puglia,Foggia,N/A
12394,12394,2019-05-07,murder,Sac0001588,On-going,PGA824445440,Puglia,Foggia,N/A
12395,12395,2020-06-03,drug trafficking,Cam0003785,Solved,CPA916548188,Campania,Naples,N/A
12396,12396,2001-08-06,labor racketeering,Sac0000586,Solved,PGA803937253,Puglia,Lecce,N/A
12397,12397,2012-06-15,prostitution,Ndr0001046,Solved,CLA327151221,Calabria,Rende,N/A
12398,12398,2008-05-27,murder,Cam0001274,Solved,CPA884849985,Campania,Avellino,N/A
12399,12399,2011-08-26,loan sharking,Cos0003041,On-going,SCY369140710,Sicily,Caltanissetta,N/A
12400,12400,2014-06-13,prostitution,Ndr0004842,Solved,CLA283617114,Calabria,Catanzaro,N/A
12401,12401,2011-08-19,labor racketeering,Ndr0001197,Solved,CLA836403114,Calabria,Lamezia Terme,N/A
12402,12402,2002-10-30,drug trafficking,Ndr0001655,Solved,CLA794941951,Calabria,Montalto Uffugo,N/A
12403,12403,2000-09-20,tax-fraud schemes,Cos0002644,On-going,SCY80296378,Sicily,Messina,N/A
12404,12404,2000-11-02,labor racketeering,Cos0003982,On-going,SCY532832277,Sicily,Trapani,N/A
12405,12405,2013-09-29,prostitution,Cos0004237,On-going,SCY726261356,Sicily,Catania,N/A
12406,12406,2000-08-10,corruption of public officials,Cos0002345,Solved,SCY691602592,Sicily,Ragusa,N/A
12407,12407,2005-02-25,drug trafficking,Cam0002212,On-going,CPA840649162,Campania,Avellino,N/A
12408,12408,2018-10-09,corruption of public officials,Ndr0003255,Solved,CLA949686961,Calabria,Rende,N/A
12409,12409,2002-04-14,prostitution,Cos0001076,Solved,SCY876206073,Sicily,Caltanissetta,N/A
12410,12410,2013-10-25,drug trafficking,Sac0000634,Solved,PGA93294089,Puglia,Bari,N/A
12411,12411,2018-09-17,murder,Ndr0004600,On-going,CLA538342051,Calabria,Castrovillari,N/A
12412,12412,2021-08-18,infiltration of legitimate businesses,Cos0002427,On-going,SCY474492597,Sicily,Syracuse,N/A
12413,12413,2012-08-09,tax-fraud schemes,Ndr0003341,On-going,CLA379720227,Calabria,Castrovillari,N/A
12414,12414,2012-01-28,labor racketeering,Sac0000276,On-going,PGA617642910,Puglia,Lecce,N/A
12415,12415,2001-12-14,corruption of public officials,Cos0003694,Solved,SCY44484618,Sicily,Palermo,N/A
12416,12416,2009-03-01,infiltration of legitimate businesses,Sac0001103,Solved,PGA794847614,Puglia,Taranto,N/A
12417,12417,2012-01-07,infiltration of legitimate businesses,Cam0002899,Solved,CPA378580073,Campania,Naples,N/A
12418,12418,2001-11-06,gambling,Ndr0003940,On-going,CLA479098564,Calabria,Lamezia Terme,N/A
12419,12419,2000-06-25,corruption of public officials,Cos0003494,Solved,SCY966043027,Sicily,Catania,N/A
12420,12420,2015-07-02,extortion,Ndr0004584,On-going,CLA388574943,Calabria,Vibo Valentia,N/A
12421,12421,2019-12-16,drug trafficking,Ndr0002160,Solved,CLA773942116,Calabria,Lamezia Terme,N/A
12422,12422,2015-10-12,prostitution,Cam0001752,Solved,CPA968371115,Campania,Avellino,N/A
12423,12423,2014-11-06,extortion,Cos0003599,Solved,SCY636536556,Sicily,Vittoria,N/A
12424,12424,2004-09-21,labor racketeering,Sac0000749,On-going,PGA735036023,Puglia,Taranto,11
12425,12425,2016-02-06,murder,Cam0001377,On-going,CPA367670057,Campania,Caserta,N/A
12426,12426,2003-11-15,labor racketeering,Sac0000898,Solved,PGA481952687,Puglia,Foggia,N/A
12427,12427,2020-03-04,extortion,Sac0000532,Solved,PGA425554813,Puglia,Foggia,N/A
12428,12428,2015-12-29,loan sharking,Cos0003431,On-going,SCY975724749,Sicily,Ragusa,N/A
12429,12429,2010-08-09,loan sharking,Cam0000362,Solved,CPA407495253,Campania,Salerno,N/A
12430,12430,2014-12-04,murder,Sac0000926,On-going,PGA321291754,Puglia,Bari,N/A
12431,12431,2013-02-07,labor racketeering,Sac0000230,On-going,PGA352286429,Puglia,Bari,N/A
12432,12432,2001-11-26,drug trafficking,Ndr0005096,Solved,CLA43467842,Calabria,Lamezia Terme,N/A
12433,12433,2015-09-03,tax-fraud schemes,Cam0003705,On-going,CPA354458101,Campania,Caserta,N/A
12434,12434,2000-01-04,tax-fraud schemes,Ndr0003081,Solved,CLA538342051,Calabria,Castrovillari,N/A
12435,12435,2019-03-06,infiltration of legitimate businesses,Ndr0004553,On-going,CLA882066152,Calabria,Rende,N/A
12436,12436,2017-11-22,loan sharking,Sac0000655,Solved,PGA67798209,Puglia,Taranto,N/A
12437,12437,2016-10-13,extortion,Ndr0003194,On-going,CLA120283150,Calabria,Corigliano-Rossano,N/A
12438,12438,2013-11-19,labor racketeering,Cos0004523,On-going,SCY882781006,Sicily,Palermo,N/A
12439,12439,2002-03-11,extortion,Cam0002647,Solved,CPA417420091,Campania,Avellino,N/A
12440,12440,2013-11-19,corruption of public officials,Ndr0004610,Solved,CLA951833147,Calabria,Cosenza,N/A
12441,12441,2003-11-12,tax-fraud schemes,Sac0001221,Solved,PGA669167942,Puglia,Lecce,N/A
12442,12442,2017-05-20,gambling,Sac0000828,Solved,PGA544809400,Puglia,Taranto,N/A
12443,12443,2003-03-16,infiltration of legitimate businesses,Cam0004525,On-going,CPA193703244,Campania,Benevento,N/A
12444,12444,2022-02-02,drug trafficking,Cam0004530,Solved,CPA905637639,Campania,Caserta,N/A
12445,12445,2003-09-15,gambling,Ndr0005032,Solved,CLA692616366,Calabria,Reggio Calabria,N/A
12446,12446,2002-03-06,corruption of public officials,Sac0000898,On-going,PGA793309276,Puglia,Foggia,N/A
12447,12447,2012-03-24,gambling,Cam0003651,On-going,CPA658971872,Campania,Salerno,N/A
12448,12448,2014-04-14,labor racketeering,Cos0000639,On-going,SCY878615919,Sicily,Messina,N/A
12449,12449,2019-12-06,drug trafficking,Sac0001251,Solved,PGA976762768,Puglia,Bari,N/A
12450,12450,2002-09-09,gambling,Cam0005269,On-going,CPA917278908,Campania,Naples,N/A
12451,12451,2010-08-12,labor racketeering,Cos0000356,On-going,SCY404271097,Sicily,Catania,N/A
12452,12452,2004-08-27,drug trafficking,Sac0001678,On-going,PGA91017267,Puglia,Lecce,N/A
12453,12453,2006-09-26,labor racketeering,Cos0004406,Solved,SCY10639035,Sicily,Catania,N/A
12454,12454,2018-03-12,murder,Sac0001111,Solved,PGA212154254,Puglia,Bari,N/A
12455,12455,2017-11-17,extortion,Sac0000799,On-going,PGA901013383,Puglia,Lecce,N/A
12456,12456,2006-02-02,murder,Ndr0003668,Solved,CLA789618435,Calabria,Lamezia Terme,N/A
12457,12457,2018-11-17,corruption of public officials,Sac0000477,On-going,PGA678131401,Puglia,Foggia,N/A
12458,12458,2007-08-31,infiltration of legitimate businesses,Ndr0005015,Solved,CLA931100060,Calabria,Montalto Uffugo,N/A
12459,12459,2006-06-14,infiltration of legitimate businesses,Cam0003010,On-going,CPA658099856,Campania,Naples,N/A
12460,12460,2021-03-07,gambling,Sac0000745,Solved,PGA338672200,Puglia,Taranto,N/A
12461,12461,2013-12-08,loan sharking,Sac0001484,On-going,PGA709099113,Puglia,Andria,N/A
12462,12462,2002-10-07,loan sharking,Ndr0003659,Solved,CLA208376859,Calabria,Montalto Uffugo,N/A
12463,12463,2017-08-25,infiltration of legitimate businesses,Cam0002267,Solved,CPA210125659,Campania,Naples,N/A
12464,12464,2019-04-13,infiltration of legitimate businesses,Ndr0003138,Solved,CLA29340258,Calabria,Catanzaro,N/A
12465,12465,2008-04-09,drug trafficking,Cos0000207,Solved,SCY361075699,Sicily,Palermo,N/A
12466,12466,2013-03-20,extortion,Ndr0003623,Solved,CLA930998067,Calabria,Crotone,N/A
12467,12467,2020-11-22,corruption of public officials,Cos0002785,On-going,SCY262204565,Sicily,Marsala,N/A
12468,12468,2021-11-16,tax-fraud schemes,Cam0003923,On-going,CPA352752734,Campania,Avellino,N/A
12469,12469,2001-05-20,extortion,Sac0000449,On-going,PGA407533953,Puglia,Taranto,N/A
12470,12470,2017-06-27,labor racketeering,Ndr0005008,On-going,CLA448943832,Calabria,Montalto Uffugo,N/A
12471,12471,2000-08-04,murder,Cos0003274,Solved,SCY12557623,Sicily,Vittoria,N/A
12472,12472,2009-05-24,gambling,Sac0000754,On-going,PGA601471590,Puglia,Foggia,N/A
12473,12473,2000-11-14,murder,Sac0001260,On-going,PGA717219019,Puglia,Foggia,N/A
12474,12474,2013-10-25,gambling,Sac0000427,On-going,PGA479017341,Puglia,Andria,N/A
12475,12475,2012-10-21,corruption of public officials,Sac0000747,Solved,PGA963988823,Puglia,Taranto,N/A
12476,12476,2008-11-27,labor racketeering,Cos0003397,Solved,SCY599074173,Sicily,Vittoria,N/A
12477,12477,2005-10-31,drug trafficking,Sac0000787,Solved,PGA148429104,Puglia,Taranto,N/A
12478,12478,2020-12-03,murder,Ndr0003295,On-going,CLA286363938,Calabria,Acri,N/A
12479,12479,2017-08-02,infiltration of legitimate businesses,Sac0000852,On-going,PGA859578023,Puglia,Foggia,N/A
12480,12480,2001-05-31,labor racketeering,Ndr0001979,Solved,CLA625312853,Calabria,Lamezia Terme,N/A
12481,12481,2002-12-11,labor racketeering,Ndr0003254,On-going,CLA784588946,Calabria,Catanzaro,N/A
12482,12482,2016-06-21,murder,Cos0003970,On-going,SCY377081085,Sicily,Trapani,N/A
12483,12483,2014-11-19,labor racketeering,Cam0002710,On-going,CPA520344812,Campania,Caserta,N/A
12484,12484,2016-05-23,drug trafficking,Cam0004054,Solved,CPA342740132,Campania,Caserta,N/A
12485,12485,2009-09-18,murder,Ndr0002720,Solved,CLA800249118,Calabria,Cosenza,N/A
12486,12486,2016-05-15,murder,Sac0000833,Solved,PGA848347024,Puglia,Foggia,N/A
12487,12487,2005-05-06,corruption of public officials,Cam0004649,Solved,CPA132691951,Campania,Benevento,N/A
12488,12488,2005-03-19,drug trafficking,Sac0001571,Solved,PGA822656551,Puglia,Taranto,N/A
12489,12489,2017-12-24,corruption of public officials,Sac0000257,Solved,PGA973481749,Puglia,Taranto,N/A
12490,12490,2006-11-30,infiltration of legitimate businesses,Cos0004526,On-going,SCY444530671,Sicily,Vittoria,N/A
12491,12491,2004-05-23,tax-fraud schemes,Cam0003709,On-going,CPA690735079,Campania,Benevento,N/A
12492,12492,2020-07-21,tax-fraud schemes,Sac0001106,On-going,PGA102636444,Puglia,Andria,N/A
12493,12493,2004-04-09,labor racketeering,Cos0002868,Solved,SCY303425781,Sicily,Catania,N/A
12494,12494,2007-08-15,labor racketeering,Sac0001666,On-going,PGA755990438,Puglia,Andria,N/A
12495,12495,2012-09-23,murder,Ndr0004658,On-going,CLA491931808,Calabria,Castrovillari,N/A
12496,12496,2012-11-01,loan sharking,Ndr0004813,Solved,CLA177257808,Calabria,Rende,N/A
12497,12497,2005-10-23,prostitution,Cos0002876,Solved,SCY87462685,Sicily,Messina,N/A
12498,12498,2014-03-13,extortion,Cam0004875,Solved,CPA400535740,Campania,Avellino,N/A
12499,12499,2005-11-06,murder,Sac0001419,On-going,PGA518520619,Puglia,Taranto,N/A
12500,12500,2013-04-25,tax-fraud schemes,Cam0004582,On-going,CPA778793347,Campania,Avellino,N/A
12501,12501,2002-10-01,drug trafficking,Cam0003434,On-going,CPA168166965,Campania,Naples,N/A
12502,12502,2019-09-12,gambling,Cos0004373,Solved,SCY50767247,Sicily,Ragusa,N/A
12503,12503,2000-08-22,infiltration of legitimate businesses,Cos0001777,Solved,SCY221513579,Sicily,Marsala,N/A
12504,12504,2005-04-11,labor racketeering,Cam0003624,Solved,CPA53849517,Campania,Caserta,N/A
12505,12505,2021-07-27,prostitution,Cam0005248,On-going,CPA194022207,Campania,Avellino,N/A
12506,12506,2019-10-05,labor racketeering,Cos0003476,On-going,SCY30865399,Sicily,Trapani,N/A
12507,12507,2000-08-27,murder,Sac0000539,Solved,PGA760140991,Puglia,Andria,N/A
12508,12508,2012-08-13,labor racketeering,Sac0000495,Solved,PGA862544282,Puglia,Lecce,N/A
12509,12509,2016-07-02,infiltration of legitimate businesses,Sac0001489,Solved,PGA778919758,Puglia,Taranto,N/A
12510,12510,2007-04-27,corruption of public officials,Sac0000889,On-going,PGA328422670,Puglia,Andria,N/A
12511,12511,2019-05-25,drug trafficking,Sac0001358,On-going,PGA775844703,Puglia,Foggia,N/A
12512,12512,2000-02-08,loan sharking,Cos0002023,On-going,SCY824276500,Sicily,Marsala,N/A
12513,12513,2004-09-06,murder,Cos0000727,Solved,SCY110106576,Sicily,Syracuse,N/A
12514,12514,2008-06-05,loan sharking,Sac0001453,Solved,PGA201955480,Puglia,Lecce,N/A
12515,12515,2000-01-17,loan sharking,Sac0001275,On-going,PGA461677595,Puglia,Lecce,N/A
12516,12516,2001-08-31,gambling,Cam0002442,On-going,CPA100964889,Campania,Avellino,10
12517,12517,2005-08-16,extortion,Cos0001581,On-going,SCY677672616,Sicily,Caltanissetta,N/A
12518,12518,2015-05-13,tax-fraud schemes,Ndr0003045,Solved,CLA630582922,Calabria,Vibo Valentia,N/A
12519,12519,2008-04-24,gambling,Cos0002589,On-going,SCY538404171,Sicily,Caltanissetta,N/A
12520,12520,2005-09-16,drug trafficking,Ndr0000327,Solved,CLA945853076,Calabria,Vibo Valentia,N/A
12521,12521,2002-12-01,murder,Cos0001750,Solved,SCY155461863,Sicily,Gela,N/A
12522,12522,2001-04-28,murder,Cos0003240,On-going,SCY710501756,Sicily,Messina,N/A
12523,12523,2021-08-29,labor racketeering,Cam0003605,Solved,CPA157693219,Campania,Benevento,N/A
12524,12524,2019-05-15,gambling,Ndr0003508,Solved,CLA993322431,Calabria,Cosenza,N/A
